X,Y,Evento,Assunto,Data,Ano,Pasta,Página,Local de a,Arquivo,Prática,Atores (ge,Resumo,Ciclo,icon_url
-43.9366,-19.9181,Campanha pela taxação progressiva de terrenos ociosos,"Greve estudantil; Aumento anuidades escolares",1962/06/13,"1962","217",54-58,Esquina da Sinuca,DOPS,Encenação,Estudantes,"Após o comício dos estudantes grevistas, foi feito o 'enterro simbólico' do Ministro da Educação. O caixão foi ainda incendiado e circuldo por centenas de estudantes que carregavam velas acesas.",Ciclo 1,./0.png
-43.9416,-19.9134,Colagem de cartazes alusivos ao dia do trabalho,"Quinzena na Carestia - Feira de Amostras (Rui Barbosa); Palácio da Liberdade; Bairros Operários; Favelas; Cachoeirinha; Bairro São Paulo; Vila dos Operários; Concórdia; Aarão Reis",1962/06/15,"1962","188","6",Bairros periféricos,DOPS,Alto-falantes,"Trabalhadores; Sindicatos","Em função do dia mundial da fome, 15 de junho, líderes sindicais, estudantes, donas de casa e favelados se organizam em uma série de reivindicações frente aos altos custos de vida. Em 23 de maio, 6 comícios em vilas, fábricas e bairros operários",Ciclo 1,./0.png
-43.940944869373,-19.9152048870486,Coleta de assinaturas em apoio ao movimento contra o aumento do custo de vida e distribuição de boletins,"Quinzena na Carestia - Feira de Amostras (Rui Barbosa); Palácio da Liberdade; Bairros Operários; Favelas; Cachoeirinha; Bairro São Paulo; Vila dos Operários; Concórdia; Aarão Reis",1962/06/15,"1962","188","6",Praça Rio Branco,DOPS,Comício/Concentração,"Trabalhadores; Sindicatos","Em função do dia mundial da fome, 15 de junho, líderes sindicais, estudantes, donas de casa e favelados se organizam em uma série de reivindicações frente aos altos custos de vida. Em 23 de maio, 6 comícios em vilas, fábricas e bairros operários",Ciclo 1,./0.png
-43.9366,-19.9181,Coleta de assinaturas em apoio ao movimento contra o aumento do custo de vida e distribuição de boletins,"Greve estudantil; Aumento anuidades escolares",1962/06/19,"1962","188","13",Esquina da Sinuca,DOPS,Comício/Concentração,Estudantes,"O DCE da UFMG e a UEE fazem convocação geral para um comício-monstro, às 17h do mesmo dia, na Esquina da Sinuca. O objetivo é esclarecer a verdadeira finalidade do movimento grevista. Entretanto, o desinteresse da população causa o fracasso do eve",Ciclo 1,./0.png
-43.9366,-19.9181,Coleta de assinaturas em apoio ao movimento contra o aumento do custo de vida e distribuição de boletins,Greve estudantil,1962/06/20,"1962","189","8",Esquina da Sinuca,DOPS,Comício/Concentração,Estudantes,"Estudantes universitários se reunem em comício, dada a greve estudantil em andamento. O encontro ocorre na Esquina da Sinuca.",Ciclo 1,./0.png
-43.5627,-19,Coleta de assinaturas em apoio ao movimento contra o aumento do custo de vida e distribuição de boletins,Comerciantes varejistas,1962/06/20,"1962","189","6",União dos Varejistas,DOPS,Assembleia/Reunião,Trabalhadores,"Comerciantes varejistas de Belo Horizonte se reunem na União dos Varejistas, na Rua Curitiba, 561.",Ciclo 1,./0.png
-43.941859,-19.919804,Coleta de assinaturas em apoio ao movimento contra o aumento do custo de vida e distribuição de boletins,Greve estudantil,1962/06/20,"1962","188","13",FACE UFMG,DOPS,Piquete,Estudantes,Foi bloqueada a entrada de funcionários e estudantes.,Ciclo 1,./0.png
-43.9434197482088,-19.923788,Coleta de assinaturas em apoio ao movimento contra o aumento do custo de vida e distribuição de boletins,Melhoria de salários e de trabalho,1962/06/20,"1962","189","12",Auditório da Secretaria de Saúde e Assistência,DOPS,Comício/Concentração,Sindicatos,A ação foi coordenada com líderes sindicais de São Paulo e Guanabara,Ciclo 1,./0.png
-43.9434197482088,-19.923788,Coleta de assinaturas em frente à Câmara Municipal em repúdio aos aumentos da Copasa/Cemig/Telemig,Marcha sobre Brasília,1962/06/24,"1962","189","3",Auditório da Secretaria de Saúde e Assistência,DOPS,Assembleia/Reunião,"Movimento de moradores de favela; Estudantes; Trabalhadores","Concentração dos Trabalhadores de Minas Gerais em preparação para a segunda concentração em Brasília (""marcha sobre Brasília'); ""Compareceram aproximadamente 2 mil operários, estudantes, favelados, donas de casa, presidentes de sindicatos, feder",Ciclo 1,./0.png
-43.936704,-19.925668,Coleta de assinaturas pela PCB,Contexto político-social,1962/06/25,"1962","189","4",Faculdade de Direito da UFMG,DOPS,Encenação,Estudantes,"A peça foi montada pelo Centro Popular de Cultura. Como crítica a realidade, a peça abordava temas como ""falta d'água, o desemprego, a miséria"" e ao poder público ineficiente. A previsão era que ela tivesse como cenários a Feira de Amostras (na P",Ciclo 1,./0.png
-43.942148,-19.919698,Comemorações do dia do trabalhador,Melhoria de salários e de trabalho,1962/06/25,"1962","189","15",Sindicato dos Bancários,DOPS,Assembleia/Reunião,Sindicatos,"Foram discutidos os seguintes assuntos: provação do 13º mês de salário; instinuição do abôno de família, para todos os trabalhadores, na base de 5% sobre os salários percebidos; formação de um novo gabinete popular e nacionalista",Ciclo 1,./0.png
-43.937617,-19.920682,Comício adro da Igreja São José,Greve geral,1962/06/30,"1962","189","5",Em frente ao Banco Comércio Indústria de Minas Gerais á Rua Espírito Santo quase esquina com Av. Afonso Pena,DOPS,Panfletagem,Anônimo,"""Em frente ao Banco Comércio Indústria de Minas Gerais á Rua Espírito Santo quase esquina com Av. Afonso Pena estava sendo distribuídos por dois indivíduos o boletim anexo que é uma carta aberta ao sr. Presidente da República com ameaça de greve",Ciclo 1,./0.png
-43.929086,-19.924769,Comício de estudantes contra o aumento das anuidades escolares,Invasão da faculdade de medicina,1962/07/05,"1962","189","15",Faculdade de Medicina da UFMG,DOPS,Ocupação de espaços públicos/coletivos,Estudantes,"""Comunico-vos que, cumprindo vossas determinações a fim de verificar a invasão da Faculdade de Medicina pelos estudantes, ali chegando, verifiquei estarem cerca de 25 universitários no interior daquela faculdade, chefiados pelos senhores Henrique San",Ciclo 1,./0.png
-43.932431,-19.932673,Comício de estudantes contra o aumento das anuidades escolares,"Ocupação de espaços públicos/coletivos; Greve",1962/07/10,"1962","188","9",Escola de Arquitetura,DOPS,Ocupação de espaços públicos/coletivos,Estudantes,"""Os estudantes da Escola de Arquiteura da U.M.G., insatisfeitos com a medida adotada [de suspensão da greve por 15 dias] ocuparam na noite do dia 16, o prédio daquele estabelecimento, afixando na parte exterior do prédio, cartazes alusivos ao moviment",Ciclo 1,./0.png
-43.9366,-19.9181,Comício-monstro na Esquina da Sinuca,"Enterro Simbólico; Estudantes",1962/07/18,"1962","188","6",Esquina da Sinuca,DOPS,Encenação,Estudantes,"Estudantes universitários organizam o enterro simbólico do reitor da UFMG, Dr. Orlando Carvalho, e dos diretores das unidades acadêmicas, em protesto  contra o aumento das anuidades escolares e pela garantia da representação estudantil das congrega�",Ciclo 1,./0.png
-43.990999219372,-19.9560961584415,Concentração contra aumento do custo de vida prrogramada para este dia não aconteceu por falta de corum,Ocupação de terras,1962/11/03,"1962","188","3",Av. Tereza Cristina,DOPS,Ocupação de terras,Trabalhadores,,Ciclo 1,./0.png
-43.943002,-19.916931,Concentração de favelados e apresentação de memorial,"Assembléia;
Greve",1962/11/03,"1962","290","63",Sindicato dos Oficiais Marceneiros e Trabalhadores na Indústria de Móveis de Madeira,DOPS,Assembleia/Reunião,Sindicatos,Assembléia para preparação da Greve dos Marceneiros de Belo Horizonte,Ciclo 1,./0.png
-43.9992,-19.9464,Conferência sobre a crise político-militar,Ocupação de terrenos adjacentes à Favela Cabana do Pai Tomás,1963/02/01,"1963","-","-",Cabana do Pai Tomaz,"Linha do tempo
1960-1983",Ocupação de terras,Ativistas,,Ciclo 1,./0.png
-43.942148,-19.919698,Congresso Mineiro pela Anistia na Faculdade de Direito,Greve dos Motoristas,1963/05/08,"1963","-","-",Sindicato dos Bancários,"Linha do tempo
1960-1983",Passeatas,Trabalhadores,"Passeata que passaria pela Praça Sete, em direção à Igreja São José, a polícia resolveu impedir, dispersando violentamente os manifestantes, dissolvendo-se, assim, a passeata CORREIO de Minas, 08 maio 1963, p. 10 ""Greve dos motoristas teve no segu",Ciclo 1,./0.png
-43.936389,-19.923762,Constituição da União das Associações de Venda Nova (UNAVEN),"Greve;
Funcionários da Prefeitura;
Piquetes",1963/07/14,"1963","221","13",Prefeitura de Belo Horizonte,DOPS,Greve,Trabalhadores,"A greve deu-se em função do pagamento atrasado de parte dos funcionários. Foi feito um piquete na garagem da prefeitura de maneira a impedir ""a saída de qualquer viatura"" (DOPS, 1963, Pasta 221)",Ciclo 1,./0.png
-43.9434197482088,-19.923788,Criação da Comissão de Auxílio ao Favelado Desabrigado - Confade,Congresso,1963/08/01,"1963","290","25",Auditório da Secretaria de Saúde e Assistência,DOPS,Evento,Sindicatos,,Ciclo 1,./0.png
-43.9386367185041,-19.9189145779578,Criação do comitê mineiro pela Anistia,"Passagens de ônibus;
Auto-falantes",1963/08/30,"1963","3805","33",Praça Sete de Setembro,DOPS,Alto-falantes,Ativistas,"Carros com auto-falantes circulam o centro da cidade em manifestação contra o aumento dos preços das passagens, convocando passageiros a não pagarem os novos valores.",Ciclo 1,./0.png
-43.942148,-19.919698,Criação do Conselho Estadual de Planejamento e Habitação Popular (CEPHAP),"Reunião;
Aumento Salarial",1963/08/30,"1963","290","28",Sindicato dos Bancários,DOPS,Assembleia/Reunião,Sindicatos,Pauta era o aumento salarial,Ciclo 1,./0.png
-43.940793,-19.917527,Criação do DIO-CODI,"Reunião;
Ofício",1963/08/30,"1963","290","20",Sindicato dos Condutores Autônomos de Belo Horizonte,DOPS,Assembleia/Reunião,Sindicatos,"Foi deliberada o envio ao Conselho de Trânsito do D.E.T. de ofício pedindo aumentos nos das 'corridas' e das 'bandeirada'.""",Ciclo 1,./0.png
-43.942148,-19.919698,"Criação do Jornal ""O Barraco""",Reunião das comissões sindicais dos bancários - Sindicato dos Bancários,1963/08/30,"1963","1963",pg 4,Sindicato dos Bancários,Diário da Tarde,Assembleia/Reunião,Sindicatos,"""Dez mil bancários encontram-se hoje na Secretaria de Saúde e Assistência, às 19 horas, para dar início à campanha salarial por um aumento na base de 100% sobre o que já percebem. As ruas da Capital principalmetne as portas dos principais bancos,",Ciclo 1,./0.png
-43.942148,-19.919698,Culto Ecumênico em comemoração ao ano Internacional dos Direitos Humanos,Reunião do Sindicato dos Condutores autônomos - Sindicato dos condutores autônomos de Belo Horizonte,1963/08/30,"1963","1963",pg 5,Sindicato dos Bancários,Diário da Tarde,Assembleia/Reunião,Sindicatos,Os motoristas reivindicavam reajustes dos salarios em função do reajuste das tarifas de ônibus e lotacões,Ciclo 1,./0.png
-43.942148,-19.919698,"Culto Ecumênico em homenagem aos presos, mortos e desaparecidos pelo regime","Assembléia Geral;
Bancários;
Aumento salarial",1963/08/31,"1963","290
pg 5","20",Sindicato dos Bancários,"DOPS
Diário da Tarde",Assembleia/Reunião,Trabalhadores,,Ciclo 1,./0.png
-43.9992,-19.9464,Debate sobre mortos e desaparecidos pela repressão no DCE-UFMG,"Ocupação de terras;
Favelados",1963/09/22,"1963","3804",32-33,Cabana do Pai Tomaz,DOPS,Ocupação de terras,Ativistas,"Os ocupantes receberam assessoria da FTFBH, da Congregação Mariana da Cabana Pai Tomaz, Colégio Pio XII e de alguns vereadores"". Em função de ações arbitrárias da polícia, como a apreensão de ferramentas, cerca de 150 pessoas organizaram um pro",Ciclo 1,./0.png
-43.9992,-19.9464,Debate sobre novos partidos no Salão Nobre da Faculdade de Direito,Ocupação de terrenos na Cabana Pai Tomaz,1963/09/22,"1963","1963",pgs 1 e 2,Cabana do Pai Tomaz,Diário da Tarde,Ocupação de terras,Repressão,"Parte das famílias foi realocada em terreno doado pela prefeitura. De acordo com o secretário de Segurança à época, as ""familias que não puderam construir seus barracos no terreno da Prefeitura, por falta de espaço, serão levadas para um terreno",Ciclo 1,./0.png
-43.935634,-19.922916,Decreto de desapropriação de área que daria origem ao Parque Lagoa do Nado,"Exposição de Arte;
Peças Teatrais;
Estudantes",1963/09/30,"1963","290","30",Teatro Francisco Nunes,DOPS,Evento,Estudantes,,Ciclo 1,./0.png
-43.964328,-19.865762,Decreto Municipal n 1105/1963,"Exposição de Arte;
Peças Teatrais;
Estudantes",1963/09/30,"1963","290","30",Reitoria da UMG,DOPS,Evento,Estudantes,,Ciclo 1,./0.png
-43.937461,-19.918366,"Denúncia de possível reunião ""subversiva"", na loja de pedras preciosas ADEHORE",Assembléia,1963/10/11,"1963","290","46",União Nacional dos Servidores Público - UNSP,DOPS,Assembleia/Reunião,Funcionários Públicos,Os servidores reuniram-se para discutir o atraso de dois meses dos pagamentos,Ciclo 1,./0.png
-43.942148,-19.919698,Depredação de ônibus por passageiros,"Reunião;
Aumento Salarial;",1963/10/15,"1963","290","23",Sindicato dos Bancários,DOPS,Assembleia/Reunião,Trabalhadores,Categoria pleiteava aumento salarial,Ciclo 1,./0.png
-43.9434197482088,-19.923788,Desfavelamento do Alto da Afonso Pena,"Concentração;
Passeata;
Comício",1963/10/30,"1963","290",42-43,Auditório da Secretaria de Saúde e Assistência,DOPS,Assembleia/Reunião,Movimento de moradores de favela,"O objetivo era pressionar o Prefeito pela aprovação do projeto de lei de autoria do vereador Dimas Perrim, para legalização da favela 'Cabana Pai Tomáz'."". Após a reunião, os paricipantes saíram em passeata pela Av. Amazonas até a esquina com Tu",Ciclo 1,./0.png
-43.937394,-19.920413,Desfavelamento em Nova Lima,Reunião,1963/11/15,"1963","290","46",Confederação Nacional dos Trabalhadores na Indústria,DOPS,Assembleia/Reunião,Sindicatos,,Ciclo 1,./0.png
-43.9434197482088,-19.923788,Desfavelamento em Nova Lima,,1964/01/24,"1964","-","-",Auditório da Secretaria de Saúde e Assistência,"-",Assembleia/Reunião,Figuras políticas,,Ciclo 1,./0.png
-43.9434197482088,-19.923788,"Desfavelamento na favela Pindura Saia, no Alto da Afonso Pena","Concentração;",1964/02/06,"1964","290","23",Auditório da Secretaria de Saúde e Assistência,DOPS,Comício/Concentração,Movimento de moradores de favela,Novo encontro para pressionar aprovação do projeto de lei de autoria do vereador Dimas Perrim,Ciclo 1,./0.png
-43,-19,Dia do protesto e da omissão,Entusiasmo da população com o golpe,1964/04/02,"1964",138 abr jun 1964,"p.1
p.2
p.3",Palácio da Liberdade,Estado de Minas,Manifestações conservadoras,Sociedade Civil,"""Na tarde de ontem, as notícias deixavam claro o prenunio da vitória do movimento que Minas deflagrou em defesa da legalidade democrática. Com as adesões que se avolumaram à rebelião democrática, e sobretudo, a libertação da Guanabara, o povo de",Ciclo 1,./0.png
-43.936704,-19.925668,Disputa pela Praça Rio Branco nas comemorações do dia do Trabalhador,Repressão policial dos estudantes que se revoltaram,1964/04/02,"1964",138 abr jun 1964,"-",Faculdades de Direito e FACE UFMG,Estado de Minas,Repressão,Repressão,"Estudantes que se manifestaram em oposição ao governo militar são presos.
""Ontem pela manhã, um grupo de estudantes tentou comprometer a ordem social de Belo Horizonte, promovendo manifestações de hostilidade às forças que lutaram contra o Govern",Ciclo 1,./0.png
-43.9339341643509,-19.9530105230564,Distribuição de Panfletos em diversos pontos da cidade contra o aumento da tarifa do ônibus,"Ocupação de terras;
Favelados",1964/11/09,"1964","3805",3-32,"Bairro Sion; Bairro Carmo",DOPS,Ocupação de terras,Ativismos,,Ciclo 1,./0.png
-43.9356102616667,-19.9227195068392,Distribuição de Panfletos em diversos pontos da cidade contra o aumento da tarifa do ônibus,Passeata do Calouro,1966/03/12,"1966","-","-",Teatro Francisco Nunes,"Linha do tempo
1960-1983",Repressão,Repressão,"Um evento de recepção de calouros unificado entre PUC e UFMG foi autorizado, “desde que não fosse desvirtuado o cunho de trote e não fossem exibidos cartazes e faixas de cunho político ou insultuoso” (FARLEY, 2010, p. 151). Dentre as ações",Ciclo 2,./0.png
-43.9366428684566,-19.9257852729711,Distribuição de Panfletos em diversos pontos da cidade contra o aumento da tarifa do ônibus,Passeata do Calouro,1966/03/14,"1966","-","-",Faculdade de Direito da UFMG,"Linha do tempo
1960-1983",Passeatas,Estudantes,"Em função da repressão aos estudantes na Passeata do Calouro, foi organizada a ""Passeata do Silêncio"". Todos os participantes saíram de preto e foram também hasteadas bandeiras pretas nas universidades. Nas imediações da Igreja São José, a pass",Ciclo 2,./0.png
-43.9383524053986,-19.9191485641367,Distribuição de Panfletos em diversos pontos da cidade contra o aumento da tarifa do ônibus,Concentração em comemoração à Inconfidência Mineira,1966/04/21,"1966","-","-",Área central,"Linha do tempo
1960-1983",Comício/Concentração,Estudantes,"Concentração denominada ""Liberdade"" é promovida pelos estudantes para comemoração da Inconfidência Mineira com presença de “de líderes sindicais, empresários, economistas, operários, donas de casa, estudantes secundaristas, artistas do teatro",Ciclo 2,./0.png
-43.937924,-19.919725,Distribuição de panfletos entre 14h-19:30 contra o aumento das tarifas do ônibus e em apoio à Anistia,XXVIII Congresso da UNE,1966/06/21,"1966","-","-",UEE/UNE,"-",Repressão,Repressão,Bombas de efeito moral são atiradas pela polícia na marquise da União dos Estudantes Estadual - UEE. A diretoria da UNE entra na Justiça contra os ataques e divulga à população o telefone da Comissão de Alojamento dos estudantes que viriam à cap,Ciclo 2,./0.png
-43.937924,-19.919725,Distribuição de panfletos entre 14h-19:30 contra o aumento das tarifas do ônibus e em apoio à Anistia,XXVIII Congresso da UNE,1966/06/23,"1966","-","-",DCE/UFMG,"-",Repressão,Repressão,"Às vésperas da realização do XXVIII Congresso da UNE em Belo Horizonte, o DCE/UFMG é invadido pela polícia.",Ciclo 2,./0.png
-43.938328,-19.920955,Distribuição de panfletos entre 14h-19:30 contra o aumento das tarifas do ônibus e em apoio à Anistia,XXVIII Congresso da UNE,1966/06/27,"1966","-","-",Av. Afonso Pena,"-",Repressão,Repressão,"Para intimidar os estudantes que participavam do XXVIII Congresso da UNE, agentes do Exército, da Aeronáutica, da Guarda civil e da Polícia Militar mineiras desfilaram pela Av. Afonso Pena, com ""milhares de soldados, todos devidamente equipados, inclu",Ciclo 2,./0.png
-43.932431,-19.932673,Distribuição de panfletos entre 14h-19:30 contra o aumento das tarifas do ônibus e em apoio à Anistia,XXVIII Congresso da UNE,1966/06/28,"1966","-","-",Escola de Arquitetura,"-",Repressão,Repressão,"Para impedir a realização do XXVIII Congresso da UNE, efetivos foram destacados para vigiar faculdades (Nahas, 2015)",Ciclo 2,./0.png
-43.929086,-19.924769,Distribuição de panfletos entre 14h-19:30 contra o aumento das tarifas do ônibus e em apoio à Anistia,XXVIII Congresso da UNE,1966/06/28,"1966","-","-",Faculdade de Medicina da UFMG,"-",Repressão,Repressão,"Para impedir a realização do XXVIII Congresso da UNE, efetivos foram destacados para vigiar faculdades (Nahas, 2015)",Ciclo 2,./0.png
-43.9422,-19.9404,Distribuição de panfletos entre 14h-19:30 contra o aumento das tarifas do ônibus e em apoio à Anistia,XXVIII Congresso da UNE,1966/06/28,"1966","-","-",FAFICH UFMG,"-",Repressão,Repressão,"Para impedir a realização do XXVIII Congresso da UNE, efetivos foram destacados para vigiar faculdades (Nahas, 2015)",Ciclo 2,./0.png
-43.960073,-19.911757,Distribuição de panfletos entre 14h-19:30 contra o aumento das tarifas do ônibus e em apoio à Anistia,XXVIII Congresso da UNE,1966/06/28,"1966","-","-",Igreja São Francisco de Chagas,"-",Evento,Estudantes,"Apesar da forte repressão (foram mobilizados cinco mil soldados da Polícia Militar, do Exército e da Aeronáutica, armados com fuzis e metralhadoras) é realizado nos porões da Igreja de São Francisco de Chagas o XXVIII Congresso da UNE que reuniu e",Ciclo 2,./0.png
-43.936397,-19.925441,Distribuição de panfletos entre 14h-19:30 contra o aumento das tarifas do ônibus e em apoio à Anistia,XXVIII Congresso da UNE,1966/09/16,"1966","-","-",Praça Afonso Arinos,"-",Repressão,Repressão,"Em 16 de setembro de 1966, uma concentração foi organizada para ocorrer na Praça Afonso Arinos, em frente à Escola de Direito, logo de manhã, um imenso efetivo policial isolou a área e suas imediações (FARLEY, 2010, p. 172).",Ciclo 2,./0.png
-43.9366428684566,-19.9257852729711,"Distribuição de panfletos MCCV nos ônibus, trens, Igrejas, locais de aglomeração",XXVIII Congresso da UNE,1966/09/16,"1966","-","-",Faculdade de Direito da UFMG,"-",Repressão,Repressão,"""Eu me recordo que nós nos entrincheiramos; colocamos as carteiras de todo o prédio, que tem mais de 20 andares, bloqueando todos os acessos até o quarto andar ou quinto da Faculdade de Direito. E nos preparando para a eventualidade de uma invasão, q",Ciclo 2,./0.png
-43.940782177011,-19.9195310948152,Distribuição de panfletos no 7 de Setembro,"Assembléia;
Ajuste Salarial",1967/03/22,"1967","108","44228","Edifícil Juncal, 5º andar",DOPS,Assembleia/Reunião,Trabalhadores,"É realizada a Assembléia dos empregados em Carris Urbanos de Belo Horizonte. Na ocasião ""discutiram a sequência de entendimentos mantidos para obtenção de ajuste salarial em 60%"".",Ciclo 2,./0.png
-44.006202,-19.966818,Distribuição de panfletos no Mineirão durante partidas de futebol,Distribuição de boletins,1967/05/01,"1967",5331 (boletins subversivos) 1970,"158",Mannesmann,DOPS,Panfletagem anônima,Anônimo,"Às 00:50h, boletins são jogados no entorno da Mannesmann e recolhidos pela segurança/polícia.",Ciclo 2,./0.png
-49.342131,-25.4946907487014,Distribuição de panfletos pela Anistia na Igreja São José,"Vitória eleitoral dos candidatos de oposição;
Oposição ao AI-2",1967/07/25,"1967",5331 (boletins subversivos) 1970,"165",Cidade Industrial,DOPS,Panfletagem anônima,Anônimo,"Panfletos ""ao povo mineiro"" contra o AI-2 são distribuídos na Cidade Industrial e no Centro.",Ciclo 2,./0.png
-49.342131,-25.4946907487014,"Distribuição do panfleto ""7 anos: miséria e opressão"" no bairro Floresta","Greve;
Comunismo",1967/09/06,"1967",5331 (boletins subversivos) 1970,"116",Cidade Industrial,DOPS,Panfletagem anônima,Anônimo,"Panfletos com os dizeres ""abaixo a ditadura - Viva a revolução dos trabalhadores"" são distribuídos na Cidade Industrial.",Ciclo 2,./0.png
-43,-19,Distribuição panfleto contra Costa e Silva na Cidade Industrial,"""Vigília cívica"" em frente ao Palácio da Liberdade",1967/12/01,"1966","-","-",Palácio da Liberdade,"Linha do tempo
1960-1983",Vigília/Missa,Anônimo,"Uma “vigília cívica” ocorreu nos fins de 1966, na Praça da Liberdade, em frente ao Palácio da Liberdade, a então sede do poder estadual e local próximo ao DCE da UCMG.",Ciclo 2,./0.png
-43.916042,-19.920898,Documento enviado ao governador contra o aumento do preço dos alimentos,Concentração IMACO,1968/01/16,"1968","1968",pg 5,Câmara Municipal,Diário da Tarde,Comício/Concentração,Estudantes,"""Hoje à tarde os estudantes do IMACO voltam à Câmara dos Vereadores e levam sua lista de reivindicações, exigindo seja revogado o decreto de Sousa Lima que transformou aquele estabelecimento e o Colégio Municipal em fundação"" (Diário da Tarde, 1","-",./0.png
-43.9382850269332,-19.9208083045293,DOPS organiza ronda para a retirada de pixos que defendiam o aumento do salário dos funcionários da prefeitura feitos em alguns pontos da região centro-sul.,Marcha do IMACO,1968/01/22,"1968","1968",pg 3,Igreja São José,Diário da Tarde,Passeatas,Estudantes,"""Apesar da proibição policial, os estudantes, professôres e pais de alunos do IMACO e do Colégio Municipal realizam hoje a ""Marcha pelo Ensino Gratuito"", com apoio dos demais estudantes do ensino secundário e dos trabalhadores cujos sindicatos tamb�","-",./0.png
-43.9373,-19.9287,Efetivos vigiam Escola de Arquitetura,Greve Geral das Professoras,1968/02/15,"1968","1968",pg 3,Grupo Escolar Afonso Pena,Diário da Tarde,Greve,Sindicatos,"""Hoje de manhã os alunos do Grupo Escolar Afonso Pena foram para as aulas e tiveram de voltar para casa. É que nenhuma professora compareceu, nem as substitutas. Neste grupo foi onde o movimento de greve conseguiu maior movimentação. Nos outros que t","-",./0.png
-43.916042,-19.920898,Efetivos vigiam Faculdade de Medicina da UFMG,Protesto IMACO,1968/02/20,"1968","1968",pg 3,Câmara Municipal,Diário da Tarde,Passeatas,Estudantes,"""Hoje à noite tem mais movimento de estudante. Vai ser às 20 horas, em frente a Câmara Municipal, tendo a presença de pais de alunos do IMACO, que agora resolveram entrar no movimento para protestar, contra a transformação daquele estabelecimento e","-",./0.png
-43.9379,-19.9197,Efetivos vigiam FAFICH,Reunião das professoras no DCE,1968/02/20,"1968","1968",pg 3,DCE,Diário da Tarde,Assembleia/Reunião,Sindicatos,"""Para ver como anda seu movimento a Associaçao das Professoras tem uma reunião às 19,30 de hoje, na sede social do DCE, quando em assembléia geral decidem sôbre o prolongamento da greve até que os pagamentos sejam regularizados em todo o Estado"". (","-",./0.png
-43.9379,-19.9197,Em congresso pela Anistia é pedida a revogação da Lei de Segurança,Reunião das professoras,1968/02/21,"1968","1968",pg 2,DCE,Diário da Tarde,Assembleia/Reunião,Sindicatos,"""Hoje tem assembléia geral da Associação das Professôras. Vai ser às 19,30 horas, na sede social do DCE, quando mais uma vez fica decidida a continuidade da greve até que os pagamentos sejam regularizados em todo o Estado. E agora tem outras exigê","-",./0.png
-43.9379,-19.9197,Encontros para programação da Quinzena da Carestia,Reunião das professoras,1968/02/28,"1968","1968",pg 3,DCE,Diário da Tarde,Assembleia/Reunião,Sindicatos,"""A Associação das Professôras tem, hoje, mais uma assembléia geral, às 19,30 horas, em sua própria sede, quando pretende informarr pra suas associadas que o movimento não esfriou nem um pouqinho durante o carnaval. A presidente da Associação che","-",./0.png
-43.920031,-19948936,"Estabelecimento do ""Pronto Socorro""dos exilados na Igreja São Francisco de Chagas",Desfavelamento do Alto da Afonso Pena,1968/03/22,"1968","1968",p3,Alto da Afonso Pena,Diário da Tarde,Ocupação de terras,Trabalhadores,"""Agora, os últimos favelados inoportunos estão sendo retirados do local, onde construíram ilegalmente seus barracos. E a empreiteira já tem a área onde vai trabalhar nos serviços de terraplanagem nem quer saber da sorte dos moradores miseráveis do","-",./0.png
-43.9422,-19.9404,Estudantes propõem troca à Polícia,Greve dos alunos da FAFI,1968/03/25,"1968","1968",p1,FAFICH UFMG (Faculdade de Filosofia),Diário da Tarde,Greve,Estudantes,"""Os alunos da Faculdade de Fiosofia de Belo Horizonte entraram em greve de protesto pelo aumento de 60% nas anuidades e a Escola ameaça cancelar as matrículas. Mas se a Escola cumprir a promessa, não funciona êste ano, pois a maioria dos universitár","-",./0.png
-43.9434,-19924,Explosão à bomba no banheiro do Colégio Santo Agostinho,Protesto contra lei do arrocho,1968/03/27,"1968","1968",pg 3,Secretaria da Saúde,Diário da Tarde,Passeatas,Sindicatos,"""De modo geral a política salarial do govêrno é repudiada pelas entidades operárias. A Confederação Nacional dos Trabalhadores na Indústria acha que o salário mínimo ideal deva ser de NCr$ 462,63, apoiando estudos feitos pelo Departamento Inters","-",./0.png
-43.8337,-20.0067,"Explosão de bomba de festim na Faculdade de Comunicação UCMG, às 21:30",Desfavelamento em Nova Lima,1968/03/28,"1968","1968",p10,Bela Fama,Diário da Tarde,Ocupação de terras,Trabalhadores,"""O DNOS está retirando de qualquer maneira os favelados que moram nas margens do Rio das Velhas, em Bela Fama, lugarejo de Nova Lima, onde é construida a nova adutora do sistema de água de B.H. Até o DOPS foi chamado, também os policiais de Nova Lim","-",./0.png
-43.9366428684566,-19.9257852729711,Explosão de bomba em prédio de apartamentos localizado no bairro Prado,Morte do secundarista Edson Luís,1968/03/29,"1968","-","-",Faculdade de Direito da UFMG,"-",Passeatas,Estudantes,"Cerca de 3 mil estudantes protestaram a morte do estudante secundarista Edson Luís, morto no dia 28 de março no Rio de Janeiro pela polícia militar, que invadiu o restaurante Calabouço. O acontecimento impulsionou diversos protestos em todo o Brasil,",Ciclo 2,./0.png
